,name,link,price,area,valueperm2,Quartos,Suítes,Garagens,Condomínio R$,Cidade,IPTU R$,Total de Andar do Empreendimento,Área Total,Nome do Edifício,Área Terreno,Aceita Permuta,Posição do Sol,Posição do Imóvel,Andar do Apartamento,Unidades no Andar,Aceita Financiamento
1197,CA 05,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-513394,700,"27,00",25,1,,,320,BRASÍLIA - LAGO NORTE,247,,,,,,,,,,
1198,SQS 212 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-212-bloco-j-600600,14.000,"245,00",57,4,,,,BRASÍLIA - ASA SUL,,,"245,00 m²",,,,,,,,
1199,CA 07 Kit Reformada com garagem  - Ed NYC-20,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-07-100565,1.200,"28,00",42,1,,1,362,BRASÍLIA - LAGO NORTE,220,4 Andares,"40,00 m²",Ed NYC-20,,,,,2° Andar,,
1200,SQNW 309,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-309-541601,6.200,"103,00",60,3,1,1,1.093,BRASÍLIA - NOROESTE,2.229,,,,,,,,,,
1201,SCRN 708/709,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-708-709-598223,1.400,"41,00",34,1,,,390,BRASÍLIA - ASA NORTE,60,4 Andares,"58,00 m²",,,,Nascente,Frente,1° Andar,4,
1202,SHTN Trecho 1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-trecho-1-562071,5.400,"54,00",100,1,,2,,BRASÍLIA - ASA NORTE,,4 Andares,,,,,,Meio,3° Andar,,
1203,SQS 304 Bloco A Original sem garagem,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-304-bloco-a-598682,3.200,"129,00",24,3,1,,120,BRASÍLIA - ASA SUL,2.000,6 Andares,,,,,Nascente,Meio,4° Andar,,
1204,SQNW 309,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-sqnw-309-570437,4.200,"77,00",54,2,1,2,630,BRASÍLIA - NOROESTE,328,,,,,,,,,,
1205,CA 02,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-519844,2.800,"63,00",44,1,,1,425,BRASÍLIA - LAGO NORTE,78,,,,,,,,,,
1206,SQS 415 Bloco J Excelente Apartamento na Asa Sul,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-415-bloco-j-160968,1.900,"53,33",35,2,,,650,BRASÍLIA - ASA SUL,173,,,,,,,,,,
1207,SHN Quadra 5,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shn-quadra-5-157007,2.000,"40,00",50,1,1,,1.855,BRASÍLIA - ASA NORTE,1.383,,,,,,,,,,
1208,CLN 312 Bloco A,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-312-bloco-a-561639,800,"32,00",25,1,,,250,BRASÍLIA - ASA NORTE,700,1 Andar,"32,00 m²",,,,,,,,
1209,CLN 308 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-308-bloco-c-483107,800,"28,00",28,1,,,257,BRASÍLIA - ASA NORTE,97,2 Andares,"28,00 m²",,"28,00 m²",,,,1° Andar,,
1210,SQNW 309 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-309-bloco-d-586703,12.000,"155,00",77,3,3,2,1.650,BRASÍLIA - NOROESTE,593,6 Andares,,,,,Perpendicular,Vazado,1° Andar,2,
1211,CCSW 4,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-4-105803,1.100,"24,00",45,1,,,314,BRASÍLIA - SUDOESTE,,,"24,00 m²",,,,,,,,
1212,STN Bloco K,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-stn-bloco-k-326758,1.400,"25,00",56,1,,1,,BRASÍLIA - ASA NORTE,,3 Andares,,,,,,,,,
1213,CCSW 5,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-5-309118,800,"25,00",32,1,,,350,BRASÍLIA - SUDOESTE,1.632,,,,,,,,,,
1214,SQN 310 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-310-bloco-b-144386,4.500,"147,00",30,3,1,1,1.024,BRASÍLIA - ASA NORTE,120,,,,,,,,,,
1215,SQN 402 Bloco P,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-402-bloco-p-590532,2.900,"55,00",52,2,,,620,BRASÍLIA - ASA NORTE,96,3 Andares,,,,,,,,,
1216,SGAN 914,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sgan-914-601113,900,"28,00",32,1,,1,475,BRASÍLIA - ASA NORTE,2.048,,"28,00 m²",,,,,,,,
1217,QRSW 2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-qrsw-2-494486,2.000,"65,00",30,2,,,575,BRASÍLIA - SUDOESTE,1.207,,"90,85 m²",,,,,,,,
1218,SCLRN 706,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-706-277769,700,"25,00",28,1,,,80,BRASÍLIA - ASA NORTE,77,2 Andares,"25,00 m²",,,,,,,,
1219,SQSW 304 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-304-bloco-j-120858,3.600,"90,00",40,3,1,1,779,BRASÍLIA - SUDOESTE,2.140,6 Andares,"130,00 m²",,,,,,,,
1220,CLN 409 Bloco B Excelente Kitnet na Asa Norte,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-409-bloco-b-188260,1.200,"35,00",34,1,,,161,BRASÍLIA - ASA NORTE,314,,,,,,,,,,
1221,SGAN 912 Módulo D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-912-modulo-d-257197,1.100,"25,00",44,1,,1,393,BRASÍLIA - ASA NORTE,921,,,,,,,,,,
1222,SCES Trecho 4,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sces-trecho-4-55896,4.500,"48,00",93,1,,1,480,BRASÍLIA - ASA SUL,,,"48,00 m²",,,,,,,,
1223,SQN 309 Bloco C ANDAR ALTO - NASCENTE - 2 VAGAS - COBERTURA COLETIVA,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-norte-brasilia-df-sqn-309-bloco-c-595297,4.550,"120,00",37,4,1,2,,BRASÍLIA - ASA NORTE,,6 Andares,"161,00 m²",,,,Nascente,Frente,5° Andar,4,
1224,CA 05,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-490556,4.000,"86,00",46,1,1,2,858,BRASÍLIA - LAGO NORTE,1.819,,,,,,,,,,
1225,CA 08 Excelente Kitnet no Lago Norte  - Domus Nobile,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-08-290552,1.300,"26,29",49,1,1,1,321,BRASÍLIA - LAGO NORTE,266,,,Domus Nobile,,,Nascente,,,,
1226,SQN 203,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-norte-brasilia-df-sqn-203-601525,5.200,"120,00",43,4,1,1,980,BRASÍLIA - ASA NORTE,,6 Andares,"220,00 m²",,"5.000,00 m²",,,Frente,5° Andar,8,
1227,SHIS QI 19 Bloco A Lago sul,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-lago-sul-brasilia-df-shis-qi-19-bloco-a-579141,1.800,"44,00",40,2,2,,300,BRASÍLIA - LAGO SUL,1.300,,"44,00 m²",,,,Nascente,Frente,,,
1228,CRS 504 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-sul-brasilia-df-crs-504-bloco-c-441614,600,"18,00",33,1,,,,BRASÍLIA - ASA SUL,,,"18,00 m²",,,,,,,,
1229,SQSW 306 Bloco E,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-306-bloco-e-114499,3.400,"94,00",36,3,1,1,726,BRASÍLIA - SUDOESTE,,,,,,,,,,,
1230,SQNW 307,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-307-581588,7.000,"179,00",39,3,3,3,1.856,BRASÍLIA - NOROESTE,359,6 Andares,,,,,,,,,
1231,SQN 209 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-209-bloco-d-509294,6.300,"120,00",52,3,1,1,954,BRASÍLIA - ASA NORTE,,,"120,00 m²",,,,,,6° Andar,,
1232,SQNW 311 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-sqnw-311-bloco-c-515304,1.900,"33,00",57,1,,1,430,BRASÍLIA - NOROESTE,,6 Andares,"33,00 m²",,,,,,,,
1233,SGAN 912 Módulo C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-912-modulo-c-340530,1.200,"67,00",17,1,1,1,288,BRASÍLIA - ASA NORTE,896,,,,,,,,,,
1234,CLN 209,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-209-206339,1.100,"26,00",42,1,,,220,BRASÍLIA - ASA NORTE,,,"37,00 m²",,,,,,,,
1235,QMSW 5 Lote 2 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-lote-2-bloco-b-594943,1.900,"26,00",73,1,,1,343,BRASÍLIA - SUDOESTE,750,42 Andares,,,,,Nascente,Frente,,,
1236,SQNW 111 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-111-bloco-b-581856,6.500,"172,00",37,3,1,3,1.487,BRASÍLIA - NOROESTE,635,,,,,,,,6° Andar,,
1237,Rua 4,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-vila-planalto-brasilia-df-rua-4-190881,650,"25,00",26,1,,,,BRASÍLIA - VILA PLANALTO,,2 Andares,"28,00 m²",,,,,,2° Andar,6,
1238,CLN 210,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-210-272391,650,"22,00",29,1,,,240,BRASÍLIA - ASA NORTE,,,"27,00 m²",,,,,,,,
1239,SHS Quadra 6,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-shs-quadra-6-591720,3.500,"58,00",60,1,,,,BRASÍLIA - ASA SUL,,,"58,00 m²",,,,,,,,
1240,QMSW 6   - STUDIO IN,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-6-364063,750,"30,00",25,1,,,321,BRASÍLIA - SUDOESTE,1.731,3 Andares,,STUDIO IN,,,,,2° Andar,20,
1241,SHN Quadra 4,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shn-quadra-4-302877,1.790,"30,00",59,1,,1,1.354,BRASÍLIA - ASA NORTE,,,,,,,,,,,
1242,CA 09,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-09-160437,1.400,"59,00",23,1,,1,757,BRASÍLIA - LAGO NORTE,963,,"82,00 m²",,,,,,,,
1243,SCLRN 714 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-714-bloco-b-417763,900,"28,00",32,1,,,,BRASÍLIA - ASA NORTE,,,"28,00 m²",,,,,,,,
1244,SCES Trecho 4 Brisas do Lago,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sces-trecho-4-419613,5.600,"64,00",87,1,1,1,,BRASÍLIA - ASA SUL,,,,,,,,,,,
1245,SQS 315 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-315-bloco-b-486127,7.000,"155,00",45,3,2,2,1.200,BRASÍLIA - ASA SUL,,,,,,,Perpendicular,Vazado,,,
1246,CA 10,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-lago-norte-brasilia-df-ca-10-590087,2.300,"55,00",41,2,1,1,528,BRASÍLIA - LAGO NORTE,,,,,,,,,,,
1247,SCLRN 707 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-0-quartos-aluguel-asa-norte-brasilia-df-sclrn-707-bloco-c-290156,950,"33,00",28,,,,100,BRASÍLIA - ASA NORTE,,,,,,,,,,,
1248,SQN 312 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-312-bloco-g-243731,2.400,"81,00",29,2,,,560,BRASÍLIA - ASA NORTE,1.777,6 Andares,"105,00 m²",,,,,,2° Andar,,
1249,CCSW 1 Lote 4 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-1-lote-4-bloco-b-128689,1.500,"27,00",55,1,,1,358,BRASÍLIA - SUDOESTE,,,,,,,,,,,
1250,CCSW 1 Lote 2 Bloco A,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-1-lote-2-bloco-a-587001,1.390,"32,00",43,1,,1,428,BRASÍLIA - SUDOESTE,160,,"32,00 m²",,,,,,,,
1251,AOS 05,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-octogonal-brasilia-df-aos-05-591557,8.400,"105,00",80,3,1,1,1.036,BRASÍLIA - OCTOGONAL,,,"105,00 m²",,,,,,,,
1252,SGAN 912,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-912-602527,1.250,"26,00",48,1,,1,300,BRASÍLIA - ASA NORTE,,3 Andares,,,,,,,,,
1253,CLN 114 Bloco D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-114-bloco-d-507238,900,"30,00",30,1,,,196,BRASÍLIA - ASA NORTE,611,,,,,,,,,,
1254,CLN 302 Bloco D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-302-bloco-d-581298,920,"30,00",30,1,1,,,BRASÍLIA - ASA NORTE,,,"30,00 m²",,,,,,,,
1255,SEPS 713/913,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-sul-brasilia-df-seps-713-913-221551,1.500,"25,00",60,1,,1,269,BRASÍLIA - ASA SUL,1.790,,,,,,,,,,
1256,SGCV,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-park-sul-brasilia-df-sgcv-98229,1.500,"27,00",55,1,,1,490,BRASÍLIA - PARK SUL,,,,,,,,,,,
1257,SQN 313,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-313-588396,4.200,"120,00",35,3,1,,890,BRASÍLIA - ASA NORTE,1.980,,"120,00 m²",,,,,,,,
1258,SGCV,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-park-sul-brasilia-df-sgcv-597948,2.000,"26,00",76,1,,1,415,BRASÍLIA - PARK SUL,691,,"63,00 m²",,,,,,,,
1259,SQSW 305 Bloco E,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-sqsw-305-bloco-e-562625,5.500,"84,00",65,2,1,1,747,BRASÍLIA - SUDOESTE,2.450,,"84,00 m²",,,,,,,,
1260,CA 05,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-568706,1.400,"38,00",36,1,1,,174,BRASÍLIA - LAGO NORTE,637,2 Andares,"38,00 m²",,,,,,,,
1261,QC 12,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-jardins-mangueiral-brasilia-df-qc-12-553643,2.400,"48,00",50,1,,1,330,BRASÍLIA - JARDINS MANGUEIRAL,,4 Andares,,,,,,,,,
1262,CA 09,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-09-385076,750,"27,00",27,1,,1,471,BRASÍLIA - LAGO NORTE,,,"40,00 m²",,,,,,,,
1263,CA 05,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-570064,1.199,"45,00",26,1,,,398,BRASÍLIA - LAGO NORTE,152,,,,,,,,,,
1264,SQN 313 Bloco E,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-313-bloco-e-137270,3.500,"107,00",32,3,1,1,1.014,BRASÍLIA - ASA NORTE,1.878,6 Andares,,,,,,,,,
1265,CA 05 Oportunidade! 999057373,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-133574,180.000,"30,00",6.000,1,1,,259,BRASÍLIA - LAGO NORTE,,,,,,,Nascente,Frente,3° Andar,,
1266,SQNW 310 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-310-bloco-h-584222,6.150,"118,00",52,3,1,2,1.175,BRASÍLIA - NOROESTE,,,,,,,,,,,
1267,CCSW 1   - ED. PORTAL MASTER,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-1-432483,3.100,"26,00",119,1,1,1,410,BRASÍLIA - SUDOESTE,,,,ED. PORTAL MASTER,,,,,,,
1268,SGAN 912,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-912-229380,950,"28,00",33,1,,1,449,BRASÍLIA - ASA NORTE,148,3 Andares,,,,,,,,,
1269,SQNW 309 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-309-bloco-i-589436,5.500,"100,00",55,3,1,2,1.200,BRASÍLIA - NOROESTE,2.700,6 Andares,"100,00 m²",,,,Nascente,,1° Andar,,
1270,SCLRN 707 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sclrn-707-bloco-f-144165,1.400,"57,00",24,2,,,330,BRASÍLIA - ASA NORTE,,,,,,,,,,,
1271,CLN 303 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-cln-303-bloco-d-567160,1.000,"22,00",45,1,,,290,BRASÍLIA - ASA NORTE,1.768,2 Andares,,,,,,,,,
1272,CLN 408 Bloco E,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-408-bloco-e-241007,850,"30,00",28,1,,,360,BRASÍLIA - ASA NORTE,225,2 Andares,"50,00 m²",,,,Nascente,Frente,2° Andar,8,
1273,SHTN,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-454949,6.200,"51,00",121,1,1,,1,BRASÍLIA - ASA NORTE,1,,,,,,,,,,
1274,SGCV Lote 13   - Vista Park Sul Hplus Long Stay,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-park-sul-brasilia-df-sgcv-lote-13-527598,3.500,"52,00",67,2,2,1,1.036,BRASÍLIA - PARK SUL,1,4 Andares,"52,00 m²",Vista Park Sul Hplus Long Stay,,,Perpendicular,Meio,11° Andar,4,
1275,SQN 107,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-107-600968,7.000,"138,00",50,3,,1,,BRASÍLIA - ASA NORTE,2.217,6 Andares,"138,00 m²",,,,Nascente,Meio,1° Andar,,
1276,SMAS   - The Union,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-park-sul-brasilia-df-smas-564880,5.300,"104,00",50,3,1,2,1.241,BRASÍLIA - PARK SUL,1.581,9 Andares,"1,26 m²",The Union,"60.000,00 m²",,Perpendicular,Frente,2° Andar,4,
1277,CA 11,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-11-499578,1.990,"64,00",31,1,,1,,BRASÍLIA - LAGO NORTE,,,,,,,,,,,
1278,SEPS 713/913,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-sul-brasilia-df-seps-713-913-588251,1.400,"25,00",56,1,,1,295,BRASÍLIA - ASA SUL,1.300,,"25,00 m²",,,,,,,,
1279,QC 3,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-jardins-mangueiral-brasilia-df-qc-3-578237,1.850,"58,45",31,2,,1,268,BRASÍLIA - JARDINS MANGUEIRAL,790,,,,,,,,,,
1280,CA 08,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-08-581241,1.000,"27,00",37,1,,1,394,BRASÍLIA - LAGO NORTE,,,"40,00 m²",,,,,,,,
1281,SQSW 104 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-104-bloco-b-473098,3.600,"83,00",43,3,1,1,635,BRASÍLIA - SUDOESTE,2.182,6 Andares,"83,00 m²",,,,,,,,
1282,AOS 01 Bloco E,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-octogonal-brasilia-df-aos-01-bloco-e-417487,2.100,"66,00",31,2,,1,1.020,BRASÍLIA - OCTOGONAL,1.494,,"118,00 m²",,,,,,,,
1283,Condomínio Jardim Botânico VI,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-jardim-botanico-brasilia-df-condominio-jardim-botanico-vi-517620,2.500,"70,00",35,2,1,,576,BRASÍLIA - JARDIM BOTANICO,,,,,,,,,,,
1284,SCLRN 711 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-711-bloco-c-461964,800,"35,00",22,1,,,265,BRASÍLIA - ASA NORTE,,,"40,00 m²",,,,,,,,
1285,QC 3 Rua A,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-jardins-mangueiral-brasilia-df-qc-3-rua-a-596431,1.550,"50,00",31,2,,1,,BRASÍLIA - JARDINS MANGUEIRAL,,3 Andares,"50,00 m²",,,,,,,,
1286,SHTN,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-504269,2.500,"37,00",67,1,1,,881,BRASÍLIA - ASA NORTE,93,,"37,00 m²",,,,,,,,
1287,SGCV Lote 10   - Venice Park Hplus Long Stay,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-park-sul-brasilia-df-sgcv-lote-10-523247,650.000,"47,00",13.829,2,,1,570,BRASÍLIA - PARK SUL,,,,Venice Park Hplus Long Stay,,,Poente,Meio,2° Andar,,
1288,SCLRN 715 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-715-bloco-c-563261,800,"30,00",26,1,,,180,BRASÍLIA - ASA NORTE,,,"40,00 m²",,,,,,,,
1289,CA 08,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-08-603801,1.350,"30,00",45,1,,1,,BRASÍLIA - LAGO NORTE,,,,,,,,,,,
1290,SQS 409 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sqs-409-bloco-b-592488,2.000,"40,00",50,1,,,210,BRASÍLIA - ASA SUL,,,"40,00 m²",,,,,,,,
1291,CRS 515 Bloco B ASA SUL,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-crs-515-bloco-b-602028,1.450,"55,00",26,1,,,275,BRASÍLIA - ASA SUL,146,2 Andares,"55,00 m²",,,,Nascente,Frente,2° Andar,2,
1292,CA 02 Excelente Apartamento no Lago Norte  - Maison do Lago,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-lago-norte-brasilia-df-ca-02-178465,1.600,"40,51",39,2,,1,413,BRASÍLIA - LAGO NORTE,250,,"59,13 m²",Maison do Lago,,,,,,,
1293,SQN 311 Bloco J CONDOMÍNIO VERA BRANT,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-311-bloco-j-602811,5.100,"123,00",41,3,1,1,833,BRASÍLIA - ASA NORTE,2.145,,,,,,,,,,
1294,SHTN Trecho 1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-trecho-1-595369,6.100,"53,00",115,1,,,,BRASÍLIA - ASA NORTE,,4 Andares,,,,,Nascente,Frente,3° Andar,,
1295,SQN 214 Bloco E   - BLOCO E,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-214-bloco-e-438706,4.750,"80,00",59,2,,1,598,BRASÍLIA - ASA NORTE,,,,BLOCO E,,,,,,,
1296,CA 02 LAGO NORTE  - SELETTO,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-lago-norte-brasilia-df-ca-02-245616,4.300,"95,00",45,2,,1,672,BRASÍLIA - LAGO NORTE,1.196,,,SELETTO,,,,,,,
1297,SQS 212 Bloco D - ÓTIMA OPORTUNIDADE,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sqs-212-bloco-d-589556,2.000,"55,00",36,1,,1,523,BRASÍLIA - ASA SUL,173,,,,,,Nascente,Frente,5° Andar,,
1298,QC 14 Rua N,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-jardins-mangueiral-brasilia-df-qc-14-rua-n-572325,1.300,"50,00",26,2,,1,238,BRASÍLIA - JARDINS MANGUEIRAL,,,,,,,,,,,
1299,SGAN 911 GREEN PARK - GARAGEM COBERTA - ARMÁRIOS,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-911-595301,1.100,"28,00",39,1,1,1,341,BRASÍLIA - ASA NORTE,,3 Andares,,,,,Perpendicular,Lateral,1° Andar,,
1300,CA 10,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-lago-norte-brasilia-df-ca-10-514448,2.600,"50,00",52,2,,1,878,BRASÍLIA - LAGO NORTE,171,,"50,00 m²",,,,,,,,
1301,SGAN 912 Módulo D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-912-modulo-d-526619,1.000,"29,00",34,1,1,1,354,BRASÍLIA - ASA NORTE,856,3 Andares,,,,,,,2° Andar,22,
