,name,link,price,area,Quartos,Suítes,Garagens,Condomínio R$,Cidade,setor
119,SQS 216,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-216-55239,5400,170,3.0,1.0,1.0,1500.0,BRASÍLIA - ASA SUL,SQS
120,QRSW 2 Bloco A 1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-qrsw-2-bloco-a-1-582038,2600,60,2.0,,,600.0,BRASÍLIA - SUDOESTE,QRSW
121,SQS 113,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-113-594939,6800,146,3.0,2.0,1.0,1130.0,BRASÍLIA - ASA SUL,SQS
122,SQS 313 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-313-bloco-h-592244,12000,209,4.0,1.0,3.0,,BRASÍLIA - ASA SUL,SQS
123,SHTN Trecho 1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-trecho-1-500803,3700,53,1.0,,1.0,1.127,BRASÍLIA - ASA NORTE,SHTN
124,SQSW 104 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-104-bloco-c-330917,6500,144,3.0,,,1404.0,BRASÍLIA - SUDOESTE,SQSW
125,SQN 202,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-202-602787,4700,140,3.0,1.0,1.0,1500.0,BRASÍLIA - ASA NORTE,SQN
126,SQNW 311 Bloco D   - Atrium DOR,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-sqnw-311-bloco-d-571502,2200,34,1.0,,1.0,400.0,BRASÍLIA - NOROESTE,SQNW
127,SQS 416 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-416-bloco-c-206834,3500,90,3.0,,,600.0,BRASÍLIA - ASA SUL,SQS
128,SQS 314 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-314-bloco-f-597116,6000,150,3.0,1.0,1.0,1510.0,BRASÍLIA - ASA SUL,SQS
129,SQS 414 Bloco L,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-414-bloco-l-571252,2600,100,3.0,,1.0,1.166,BRASÍLIA - ASA SUL,SQS
130,SQNW 311 Bloco D Atrium D'or - LINDO - ACONCHEGANTE!,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-sqnw-311-bloco-d-393470,2390,32,1.0,1.0,1.0,350.0,BRASÍLIA - NOROESTE,SQNW
131,SQN 310 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-310-bloco-a-110209,2700,77,2.0,,,475.0,BRASÍLIA - ASA NORTE,SQN
132,QRSW 2 Bloco B 14,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-qrsw-2-bloco-b-14-70149,2450,56,2.0,,,440.0,BRASÍLIA - SUDOESTE,QRSW
133,CA 09,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-lago-norte-brasilia-df-ca-09-603474,2750,53,2.0,,1.0,555.0,BRASÍLIA - LAGO NORTE,CA
134,SQS 109 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-109-bloco-b-583222,7000,200,4.0,1.0,2.0,1200.0,BRASÍLIA - ASA SUL,SQS
135,SQS 103 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-103-bloco-j-578286,3500,98,2.0,,,900.0,BRASÍLIA - ASA SUL,SQS
136,SQN 205 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-norte-brasilia-df-sqn-205-bloco-d-579344,5500,144,4.0,1.0,1.0,1150.0,BRASÍLIA - ASA NORTE,SQN
137,CA 02,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-502795,850,34,1.0,,1.0,452.0,BRASÍLIA - LAGO NORTE,CA
138,SQSW 306 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-306-bloco-f-505263,13200,291,3.0,2.0,3.0,2310.0,BRASÍLIA - SUDOESTE,SQSW
139,SQNW 309 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-309-bloco-i-526598,4500,100,3.0,1.0,2.0,939.0,BRASÍLIA - NOROESTE,SQNW
140,SQS 114 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-114-bloco-h-527168,5800,157,3.0,1.0,1.0,995.0,BRASÍLIA - ASA SUL,SQS
141,SQNW 102,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-102-565869,17000,160,3.0,3.0,,,BRASÍLIA - NOROESTE,SQNW
142,SCEN Trecho 1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-scen-trecho-1-520884,6750,74,2.0,1.0,2.0,1.655,BRASÍLIA - ASA NORTE,SCEN
143,SQN 216 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-216-bloco-j-578668,2700,68,2.0,,1.0,755.0,BRASÍLIA - ASA NORTE,SQN
144,SMAS Living Park Sul   - The Union,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-park-sul-brasilia-df-smas-538579,4200,73,2.0,1.0,2.0,912.0,BRASÍLIA - PARK SUL,SMAS
145,CCSW 1 Lote 4 Bloco A   - ED. PORTAL MASTER,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-1-lote-4-bloco-a-341886,3600,26,1.0,1.0,1.0,409.0,BRASÍLIA - SUDOESTE,CCSW
146,SQN 309 Bloco O   - ED. TOM JOBIM,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-309-bloco-o-438890,4500,130,3.0,1.0,1.0,1239.0,BRASÍLIA - ASA NORTE,SQN
147,SGCV Lote 11   - Park Studios,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-park-sul-brasilia-df-sgcv-lote-11-587586,1300,33,1.0,,,390.0,BRASÍLIA - PARK SUL,SGCV
148,SCES Trecho 4   - Lake View Resort,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sces-trecho-4-441725,2164,41,1.0,,1.0,1.126,BRASÍLIA - ASA SUL,SCES
149,SQS 110 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-110-bloco-a-586378,4500,99,3.0,1.0,1.0,1.314,BRASÍLIA - ASA SUL,SQS
150,SQS 207 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-207-bloco-f-507992,10190,175,3.0,1.0,1.0,1093.0,BRASÍLIA - ASA SUL,SQS
151,SQN 104 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-104-bloco-g-568736,4700,120,3.0,1.0,1.0,950.0,BRASÍLIA - ASA NORTE,SQN
152,SQN 216 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-216-bloco-d-588104,3000,91,2.0,,1.0,430.0,BRASÍLIA - ASA NORTE,SQN
153,SQS 404 Bloco O,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sqs-404-bloco-o-573673,3300,52,1.0,,2.0,753.0,BRASÍLIA - ASA SUL,SQS
154,SQN 208 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-208-bloco-g-561919,6000,125,3.0,1.0,2.0,,BRASÍLIA - ASA NORTE,SQN
155,SCES Trecho 4,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sces-trecho-4-578891,8000,64,1.0,1.0,1.0,1.0,BRASÍLIA - ASA SUL,SCES
156,QRSW 6 Bloco A 4,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-qrsw-6-bloco-a-4-494518,2800,60,2.0,,,609.0,BRASÍLIA - SUDOESTE,QRSW
157,CLN 207 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-207-bloco-c-597336,599,31,1.0,,,199.0,BRASÍLIA - ASA NORTE,CLN
158,SQN 308 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-308-bloco-d-280821,4600,123,3.0,1.0,1.0,950.0,BRASÍLIA - ASA NORTE,SQN
159,SQS 403 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-403-bloco-a-466751,3600,80,3.0,,,730.0,BRASÍLIA - ASA SUL,SQS
160,SQN 104 Bloco K,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-104-bloco-k-581405,4800,123,3.0,1.0,,899.0,BRASÍLIA - ASA NORTE,SQN
161,SQS 110,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-110-573551,9900,232,4.0,2.0,1.0,1700.0,BRASÍLIA - ASA SUL,SQS
162,SCLRN 715 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-715-bloco-d-601075,1650,68,1.0,,,,BRASÍLIA - ASA NORTE,SCLRN
163,CLNW 8/9 Lote A,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-clnw-8-9-lote-a-583385,2250,33,1.0,1.0,1.0,488.0,BRASÍLIA - NOROESTE,CLNW
164,SQS 212 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-212-bloco-j-532953,14500,245,4.0,4.0,3.0,2290.0,BRASÍLIA - ASA SUL,SQS
165,SQS 105,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-105-581411,6000,166,4.0,,1.0,2300.0,BRASÍLIA - ASA SUL,SQS
166,CLNW 8/9 Lote C Apartamento 0211  - Meet Residence,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-clnw-8-9-lote-c-387351,3500,53,2.0,,1.0,710.0,BRASÍLIA - NOROESTE,CLNW
167,SQN 304,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-304-561522,12000,188,3.0,3.0,2.0,1642.0,BRASÍLIA - ASA NORTE,SQN
168,CCSW 1 Lote 4 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-1-lote-4-bloco-b-520012,3600,26,1.0,1.0,1.0,410.0,BRASÍLIA - SUDOESTE,CCSW
169,SQNW 111 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-111-bloco-j-595102,5250,90,3.0,1.0,2.0,980.0,BRASÍLIA - NOROESTE,SQNW
170,SQS 211 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-211-bloco-j-568212,4600,120,3.0,1.0,1.0,1.346,BRASÍLIA - ASA SUL,SQS
171,CCSW 2 Lote 3,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-ccsw-2-lote-3-57437,4100,68,2.0,1.0,1.0,1.222,BRASÍLIA - SUDOESTE,CCSW
172,SQN 115 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-norte-brasilia-df-sqn-115-bloco-b-553534,5500,170,4.0,1.0,1.0,1360.0,BRASÍLIA - ASA NORTE,SQN
173,CCSW 1 Lote 4 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-1-lote-4-bloco-a-523125,3700,26,1.0,1.0,1.0,409.0,BRASÍLIA - SUDOESTE,CCSW
174,CLN 201 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-cln-201-bloco-b-383166,1100,37,1.0,,,471.0,BRASÍLIA - ASA NORTE,CLN
175,CLN 316 Bloco B ASA NORTE  - NATHALIA CENTER,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-316-bloco-b-249392,850,28,1.0,,,259.0,BRASÍLIA - ASA NORTE,CLN
176,QMSW 5 Lote 2 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-lote-2-bloco-b-594943,1900,26,1.0,,1.0,343.0,BRASÍLIA - SUDOESTE,QMSW
177,SHTN,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-523971,4500,60,1.0,,,,BRASÍLIA - ASA NORTE,SHTN
178,CA 05   - ED. UPPER LIFE,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-430684,2000,52,1.0,1.0,1.0,620.0,BRASÍLIA - LAGO NORTE,CA
179,SQS 212 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-212-bloco-h-494777,6400,167,4.0,1.0,1.0,1591.0,BRASÍLIA - ASA SUL,SQS
181,SQS 102 Bloco K,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-102-bloco-k-481771,5800,155,3.0,1.0,1.0,1213.0,BRASÍLIA - ASA SUL,SQS
182,SQS 311 Bloco E,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-311-bloco-e-584167,2900,85,2.0,,,1.065,BRASÍLIA - ASA SUL,SQS
183,QMSW 5 Lote 8 Ed. Boulevard Antares II,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-lote-8-594868,2300,62,1.0,,2.0,517.0,BRASÍLIA - SUDOESTE,QMSW
184,QMSW 4,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-4-578900,950,33,1.0,,1.0,608.0,BRASÍLIA - SUDOESTE,QMSW
185,SQNW 310 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-sqnw-310-bloco-c-588091,3000,50,1.0,,,494.0,BRASÍLIA - NOROESTE,SQNW
186,SQS 207,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-207-576852,5500,163,3.0,1.0,1.0,1400.0,BRASÍLIA - ASA SUL,SQS
187,QMSW 5 Bloco C - 2° ANDAR  - Mont Serrat Studios,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-478096,1000,30,1.0,1.0,1.0,247.0,BRASÍLIA - SUDOESTE,QMSW
188,SQNW 108 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-sqnw-108-bloco-h-543151,4100,78,2.0,1.0,1.0,1.019,BRASÍLIA - NOROESTE,SQNW
189,Área Especial 6/8,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-octogonal-brasilia-df-area-especial-6-8-223865,1300,37,1.0,1.0,,272.0,BRASÍLIA - OCTOGONAL,AOS
190,SQSW 305 Bloco K,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-sudoeste-brasilia-df-sqsw-305-bloco-k-521087,11900,306,5.0,2.0,4.0,3300.0,BRASÍLIA - SUDOESTE,SQSW
191,CCSW 2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-ccsw-2-310706,4800,90,2.0,2.0,1.0,907.0,BRASÍLIA - SUDOESTE,CCSW
193,SQS 402 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-402-bloco-d-587575,2430,92,3.0,,,955.0,BRASÍLIA - ASA SUL,SQS
194,SQS 311 Bloco K,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-311-bloco-k-516231,3800,115,3.0,1.0,1.0,1.04,BRASÍLIA - ASA SUL,SQS
195,SQSW 303 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-sqsw-303-bloco-j-571733,6200,85,1.0,1.0,1.0,980.0,BRASÍLIA - SUDOESTE,SQSW
196,SGAN 912,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sgan-912-125514,1000,67,1.0,,1.0,334.0,BRASÍLIA - ASA NORTE,SGAN
197,SQS 413 Bloco N PREDIO JK,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-413-bloco-n-564218,1850,50,2.0,,,410.0,BRASÍLIA - ASA SUL,SQS
198,QMSW 5,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-507310,1200,30,1.0,1.0,1.0,296.0,BRASÍLIA - SUDOESTE,QMSW
199,SQN 105 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-105-bloco-c-512757,3400,96,2.0,1.0,,650.0,BRASÍLIA - ASA NORTE,SQN
200,SQNW 108 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-noroeste-brasilia-df-sqnw-108-bloco-c-576043,12000,211,4.0,4.0,3.0,2300.0,BRASÍLIA - NOROESTE,SQNW
201,SQS 108,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-108-547338,3100,87,2.0,,,1.02,BRASÍLIA - ASA SUL,SQS
202,CRNW 510 Bloco A Lote 2 SUNSET,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-crnw-510-bloco-a-lote-2-554900,2500,39,1.0,,1.0,,BRASÍLIA - NOROESTE,CRNW
203,CRS 503 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-crs-503-bloco-b-602072,1500,40,1.0,,,319.0,BRASÍLIA - ASA SUL,CRS
204,CCSW 5 Lote 1 Bloco A,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-5-lote-1-bloco-a-565512,980,36,1.0,,,226.0,BRASÍLIA - SUDOESTE,CCSW
205,SGAS 905,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-sul-brasilia-df-sgas-905-596410,1200,38,1.0,,1.0,391.0,BRASÍLIA - ASA SUL,SGAS
206,SQN 313 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-313-bloco-b-530448,4000,90,3.0,1.0,1.0,950.0,BRASÍLIA - ASA NORTE,SQN
207,SGAN 911 Módulo D,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sgan-911-modulo-d-483324,900,34,1.0,1.0,1.0,359.0,BRASÍLIA - ASA NORTE,SGAN
208,SQS 312,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-312-568605,8500,221,4.0,2.0,1.0,1800.0,BRASÍLIA - ASA SUL,SQS
209,SQS 408 Bloco E,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-408-bloco-e-596923,2200,59,3.0,1.0,,430.0,BRASÍLIA - ASA SUL,SQS
210,SCRN 716 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-scrn-716-bloco-c-466911,1000,12,1.0,,,318.0,BRASÍLIA - ASA NORTE,SCRN
211,SGAN 916,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-916-601880,1450,27,1.0,1.0,,562.0,BRASÍLIA - ASA NORTE,SGAN
212,SGAN 912,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-912-517430,1000,30,1.0,1.0,1.0,360.0,BRASÍLIA - ASA NORTE,SGAN
213,SQS 404 Bloco L,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-404-bloco-l-560248,3500,85,3.0,,,450.0,BRASÍLIA - ASA SUL,SQS
214,SQS 211 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-211-bloco-f-335025,5500,150,3.0,1.0,,1400.0,BRASÍLIA - ASA SUL,SQS
215,CCSW 1,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-1-176083,1200,32,1.0,,1.0,490.0,BRASÍLIA - SUDOESTE,CCSW
216,SQN 312 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-312-bloco-b-151537,2700,82,3.0,1.0,,550.0,BRASÍLIA - ASA NORTE,SQN
217,CLNW 8/9 Lote A,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-noroeste-brasilia-df-clnw-8-9-lote-a-578166,1600,32,1.0,,1.0,550.0,BRASÍLIA - NOROESTE,CLNW
218,QMSW 4 Lote 9,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-4-lote-9-148037,950,31,1.0,,2.0,568.0,BRASÍLIA - SUDOESTE,QMSW
219,AOS 01 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-octogonal-brasilia-df-aos-01-bloco-f-572989,2900,63,2.0,1.0,1.0,867.0,BRASÍLIA - OCTOGONAL,AOS
220,CLN 214 Bloco D Edifício Bela Vista,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-214-bloco-d-576405,730,26,1.0,,,236.0,BRASÍLIA - ASA NORTE,CLN
221,SHIN QI 1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-shin-qi-1-543150,2500,64,1.0,1.0,1.0,829.0,BRASÍLIA - LAGO NORTE,SHIN
222,QMSW 4,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-qmsw-4-583560,3000,42,2.0,,1.0,344.0,BRASÍLIA - SUDOESTE,QMSW
223,CLN 114 Bloco A,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-114-bloco-a-290826,800,35,1.0,,,200.0,BRASÍLIA - ASA NORTE,CLN
224,SHTN Trecho 2 Lote 3,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-trecho-2-lote-3-602163,3950,37,1.0,1.0,1.0,,BRASÍLIA - ASA NORTE,SHTN
225,CLN 209,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-209-206339,1100,26,1.0,,,220.0,BRASÍLIA - ASA NORTE,CLN
226,SQS 111 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-111-bloco-d-592986,9000,240,4.0,1.0,2.0,1750.0,BRASÍLIA - ASA SUL,SQS
227,SQSW 300 Bloco M,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-300-bloco-m-583235,7000,147,3.0,2.0,2.0,1528.0,BRASÍLIA - SUDOESTE,SQSW
228,SQS 409 Bloco E Aconchegante apartamento na Asa Sul,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sqs-409-bloco-e-523077,1500,40,1.0,,,200.0,BRASÍLIA - ASA SUL,SQS
229,SCLRN 711 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-711-bloco-g-600389,1000,40,1.0,,,250.0,BRASÍLIA - ASA NORTE,SCLRN
230,SQSW 305 Bloco L,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-sqsw-305-bloco-l-574524,3935,82,2.0,1.0,1.0,960.0,BRASÍLIA - SUDOESTE,SQSW
231,SHTN ED Premier Residence (Disponível em 28/06 para visitas),https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-shtn-269840,3300,64,2.0,1.0,1.0,1.524,BRASÍLIA - ASA NORTE,SHTN
232,SQSW 304 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-304-bloco-j-92573,3500,85,3.0,1.0,1.0,789.0,BRASÍLIA - SUDOESTE,SQSW
233,CLN 208 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-208-bloco-b-83931,800,25,1.0,,,223.0,BRASÍLIA - ASA NORTE,CLN
234,QRSW 6 Bloco A 3   - DOM MACIEL,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-qrsw-6-bloco-a-3-211527,2250,62,2.0,,,475.0,BRASÍLIA - SUDOESTE,QRSW
235,SCRN 712/713 Bloco D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-scrn-712-713-bloco-d-571759,800,23,1.0,,,163.0,BRASÍLIA - ASA NORTE,SCRN
236,SQNW 109 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-sqnw-109-bloco-f-591467,4500,75,2.0,1.0,1.0,,BRASÍLIA - NOROESTE,SQNW
237,CCSW 1   - ED. PORTAL MASTER,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-1-432464,3400,26,1.0,1.0,1.0,410.0,BRASÍLIA - SUDOESTE,CCSW
238,QMSW 4 Lote 9,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-4-lote-9-159784,1250,36,1.0,,1.0,407.0,BRASÍLIA - SUDOESTE,QMSW
239,SEPS 713/913,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-sul-brasilia-df-seps-713-913-594926,1900,25,1.0,1.0,1.0,276.0,BRASÍLIA - ASA SUL,SEPS
